car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,registered_city,registered_state,is_hot,make,model,total_owners,broker_quote,original_price,car_rating,ad_created_on,booking_down_pymnt,reserved,warranty_avail
tata indigo cs,2009,diesel,166740,60000,ahmedabad,299,sedan,manual,lx tdi,ahmedabad,gujarat,False,tata,indigo cs,3,24000,,overpriced,2019-09-09T06:25:22.716,9000,False,False
toyota innova,2013,diesel,186404,725000,ahmedabad,148,suv,manual,2.5 gx 8 str bs iv,ahmedabad,gujarat,False,toyota,innova,2,0,,great,2019-09-06T10:26:10.444,108750,False,False
ford fiesta,2007,diesel,153835,80000,ahmedabad,174,sedan,manual,1.4 zxi tdci,ahmedabad,gujarat,False,ford,fiesta,2,29000,,overpriced,2019-09-04T07:36:10.707,12000,False,False
hyundai grand i10,2016,petrol,20970,450000,ahmedabad,170,hatchback,manual,sports 1.2 vtvt,vadodara,gujarat,False,hyundai,grand i10,1,360000,,great,2019-08-26T12:41:51.664,67500,False,True
hyundai i20,2012,diesel,108481,280000,ahmedabad,164,hatchback,manual,sportz o 1.4 crdi,palanpur,gujarat,False,hyundai,i20,1,182000,,good,2019-08-24T14:28:14.25,42000,False,True
maruti alto 800,2017,petrol,48410,260000,ahmedabad,202,,,lxi utsav limited addition,bhuj,gujarat,False,maruti,alto 800,1,196000,,great,2019-08-24T08:56:44.873,39000,False,True
maruti swift,2013,diesel,94181,370000,ahmedabad,156,hatchback,manual,vdi,ahmedabad east,gujarat,False,maruti,swift,1,301000,,great,2019-08-24T07:04:43.198,55500,False,False
hyundai i20,2010,petrol,77357,270000,ahmedabad,76,hatchback,manual,sportz 1.2 o,ahmedabad east,gujarat,False,hyundai,i20,2,133000,,overpriced,2019-08-23T08:01:39.324,40500,False,True
chevrolet enjoy,2014,diesel,75179,325000,ahmedabad,36,suv,manual,1.3 ls 8 str,ahmedabad east,gujarat,False,chevrolet,enjoy,1,150000,,overpriced,2019-08-22T14:24:13.565,48750,False,False
volkswagen polo,2012,diesel,84243,400000,ahmedabad,19,hatchback,manual,highline1.2l diesel,surendranagar,gujarat,False,volkswagen,polo,2,147000,,overpriced,2019-08-22T14:06:44.772,60000,False,False
hyundai verna,2014,petrol,92690,600000,ahmedabad,44,sedan,manual,fluidic 1.6 sx vtvt opt,ahmedabad east,gujarat,False,hyundai,verna,1,423000,,fair,2019-08-22T10:17:40.452,90000,False,True
tata indica v2,2008,diesel,89663,65000,ahmedabad,128,hatchback,manual,dlg dicor bs iii,gandhinagar,gujarat,False,tata,indica v2,4,15000,,overpriced,2019-08-22T06:06:52.702,9750,False,False
toyota corolla,2004,petrol,111479,96300,ahmedabad,300,sedan,manual,h2 1.8 e,ahmedabad,gujarat,False,toyota,corolla,2,37000,,overpriced,2019-03-09T11:44:55.342,14445,False,False
skoda rapid,2011,diesel,165873,265000,ahmedabad,286,sedan,manual,ambition 1.6 tdi mt,ahmedabad,gujarat,False,skoda,rapid,1,167000,,fair,2019-04-01T14:12:44.473,39750,False,False
ford fiesta,2006,diesel,152861,75000,ahmedabad,671,sedan,manual,1.4 exi,gandhinagar,gujarat,False,ford,fiesta,4,33000,,fair,2019-03-30T12:15:57.808,11250,False,False
renault fluence,2011,diesel,74781,225000,ahmedabad,666,sedan,manual,1.5 e2,mahesana,gujarat,False,renault,fluence,2,0,,great,2019-03-29T10:49:33.366,33750,False,False
ford ecosport,2014,diesel,73708,472500,ahmedabad,205,suv,manual,1.5 trend tdci,ahmedabad,gujarat,False,ford,ecosport,1,365000,,great,2019-02-22T10:45:09.566,70875,False,False
chevrolet spark,2009,petrol,70996,63000,ahmedabad,130,hatchback,manual,ps 1.0,ahmedabad,gujarat,False,chevrolet,spark,2,33000,,great,2019-02-21T13:23:03.658,9450,False,False
maruti vitara brezza,2017,diesel,8689,850000,ahmedabad,1025,suv,manual,zdi plus,ahmedabad east,gujarat,False,maruti,vitara brezza,1,736000,,great,2019-03-28T13:23:06.048,127500,False,False
tata indica v2,2006,diesel,66909,27000,ahmedabad,248,hatchback,manual,dlg bs iii,ahmedabad,gujarat,False,tata,indica v2,2,16000,,great,2019-02-20T14:13:30.464,4050,False,False
bmw x1,2013,diesel,145872,1260000,ahmedabad,217,luxury suv,automatic,sdrive 20d,ahmedabad,gujarat,False,bmw,x1,1,0,,good,2019-03-01T09:31:09.64,189000,False,False
maruti wagon r 1.0,2011,petrol & cng,67929,216000,ahmedabad,59,hatchback,manual,lxi,ahmedabad,gujarat,False,maruti,wagon r 1.0,1,185000,,good,2019-03-02T09:23:52.238,32400,False,False
honda amaze,2014,diesel,131181,300000,ahmedabad,258,sedan,manual,1.5 smt i dtec,ahmedabad,gujarat,False,honda,amaze,3,0,,good,2019-03-27T14:33:32.114,45000,False,False
maruti wagon r 1.0,2014,petrol & cng,95432,270000,ahmedabad,30,hatchback,manual,vxi,ahmedabad,gujarat,False,maruti,wagon r 1.0,1,225000,,great,2019-03-26T10:34:36.907,40500,False,False
renault duster,2012,diesel,89518,420000,ahmedabad,136,suv,manual,85 ps rxl opt,ahmedabad,gujarat,False,renault,duster,1,285000,,fair,2019-03-25T13:47:21.465,63000,False,False
hyundai i10,2013,petrol,55485,300000,ahmedabad,125,hatchback,automatic,sportz 1.2 at kappa2,ahmedabad,gujarat,False,hyundai,i10,1,263000,,great,2019-03-25T11:12:34.491,45000,False,False
volkswagen polo,2011,diesel,60503,225000,ahmedabad,154,hatchback,manual,comfortline 1.2l diesel,surat,gujarat,False,volkswagen,polo,2,135000,,good,2019-03-20T12:40:07.282,33750,False,False
toyota innova,2009,diesel,311463,350000,ahmedabad,114,suv,manual,2.5 g4 8 str,ahmedabad,gujarat,False,toyota,innova,4,0,,fair,2019-03-19T14:56:48.343,52500,False,False
maruti alto,2006,petrol & cng,58542,85000,ahmedabad,117,hatchback,manual,lxi,ahmedabad,gujarat,False,maruti,alto,2,64000,,fair,2019-03-18T13:00:47.541,12750,False,False
maruti ritz,2011,diesel,89043,230000,ahmedabad,170,hatchback,manual,vdi,gandhi nagar,gujarat,False,maruti,ritz,2,127000,,fair,2019-03-08T09:47:21.317,34500,False,False
hyundai grand i10,2017,petrol,17233,468699,faridabad,3390,hatchback,,sportz(o) 1.2 mt,faridabad,haryana,True,hyundai,grand i10,1,482170,582547.0,great,2021-02-18T09:16:50.314,70305,False,False
maruti swift,2014,diesel,40689,380199,faridabad,1976,hatchback,manual,vdi,faridabad,haryana,True,maruti,swift,1,362078,446198.0,great,2021-02-19T11:43:13.302,57030,False,False
maruti alto k10,2016,petrol,35786,249099,faridabad,3539,hatchback,manual,vxi,faridabad,haryana,True,maruti,alto k10,4,256826,320958.0,great,2021-02-27T10:00:14.642,37365,False,False
maruti alto 800,2016,petrol,26532,262599,faridabad,1543,hatchback,manual,lxi,faridabad,haryana,True,maruti,alto 800,1,251010,314040.0,great,2021-03-21T09:32:28.309,39390,False,False
renault kwid,2016,petrol,49295,224299,faridabad,570,hatchback,manual,rxt,delhi,delhi,True,renault,kwid,2,219335,233099.0,great,2021-03-23T17:38:05.25,33645,False,False
maruti swift,2013,diesel,56600,323899,faridabad,1335,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,326199,332699.0,great,2021-03-13T13:15:07.565,48585,False,False
datsun redi go,2018,petrol,57435,221399,faridabad,1649,hatchback,manual,t (o),delhi,delhi,True,datsun,redi go,1,230369,301375.0,great,2021-03-11T13:44:12.142,33210,False,False
maruti swift,2014,petrol,55540,364299,faridabad,887,hatchback,manual,lxi,faridabad,haryana,True,maruti,swift,1,305153,,great,2021-02-19T07:17:48.875,54645,False,False
maruti wagon r 1.0,2017,petrol,50045,345199,faridabad,1992,hatchback,manual,vxi,palwal,haryana,True,maruti,wagon r 1.0,1,334515,413410.0,great,2021-03-03T11:52:09.043,51780,False,False
maruti swift,2013,petrol,50897,352599,faridabad,1080,hatchback,manual,vxi,delhi,delhi,True,maruti,swift,1,289728,,great,2021-04-16T06:24:37.213,52890,False,False
maruti alto,2009,petrol,57864,140899,faridabad,2181,hatchback,manual,lxi,delhi,delhi,True,maruti,alto,1,143715,195260.0,great,2021-02-10T11:14:20.518,21135,False,False
tata tiago,2017,diesel,87473,367099,faridabad,3502,hatchback,manual,xz 1.05 revotorq,delhi,delhi,True,,tiago,1,354177,,great,2021-03-10T05:13:57.358,55065,False,False
toyota etios liva,2015,diesel,64927,446799,faridabad,819,hatchback,manual,d 4d gd,faridabad,haryana,True,toyota,etios liva,1,418828,508444.0,great,2021-03-02T15:41:05.912,67020,False,False
maruti ciaz,2016,petrol,52602,587999,faridabad,950,sedan,manual,vxi plus,noida,uttar pradesh,True,maruti,ciaz,1,570643,715543.0,great,2021-02-07T15:15:09.612,88200,False,False
hyundai i10,2008,petrol,66404,179899,faridabad,1589,hatchback,manual,sportz 1.2,new delhi,delhi,True,hyundai,i10,1,135946,187399.0,god,2021-04-13T08:43:39.847,26985,False,False
volkswagen polo,2013,petrol,48211,320099,faridabad,1501,hatchback,manual,trendline 1.2l petrol,ghaziabad,uttar pradesh,True,volkswagen,polo,1,277763,326499.0,god,2021-04-02T10:06:20.086,48015,False,False
maruti swift,2012,diesel,73900,330499,faridabad,889,hatchback,manual,vdi,faridabad,haryana,True,maruti,swift,1,308577,382532.0,great,2021-03-11T11:53:47.669,49575,False,False
honda city,2009,petrol,64498,230499,faridabad,2584,sedan,manual,s mt petrol,delhi west,delhi,True,honda,city,3,218263,,great,2021-02-24T12:59:29.893,34575,False,False
hyundai elite i20,2015,diesel,52659,477199,faridabad,1142,hatchback,manual,magna 1.4 crdi,delhi,delhi,True,hyundai,elite i20,2,429475,538055.0,great,2020-11-08T11:59:25.766,71580,False,False
maruti baleno,2019,petrol,9823,730599,faridabad,1101,hatchback,automatic,zeta 1.2 k12 amt,palwal,haryana,True,maruti,baleno,1,754827,907923.0,great,2021-03-10T11:03:55.526,109590,False,False
maruti swift dzire,2014,diesel,76425,375099,faridabad,1354,sedan,manual,vdi bs iv,palwal,haryana,True,maruti,swift dzire,1,376239,463057.0,great,2021-03-08T11:08:52.665,56265,False,False
honda city,2014,diesel,70139,480099,faridabad,1547,sedan,manual,v mt diesel,delhi,delhi,True,honda,city,2,475000,574170.0,great,2021-04-09T09:34:46.597,72015,False,False
hyundai creta,2015,diesel,60226,817899,faridabad,2382,suv,automatic,1.6 crdi sx plus auto,faridabad,haryana,True,hyundai,creta,1,836688,986958.0,great,2021-03-05T13:47:04.327,122685,False,False
hyundai i20,2013,diesel,84346,339299,faridabad,989,hatchback,manual,sportz 1.4 crdi,faridabad,haryana,True,hyundai,i20,1,333473,412159.0,great,2021-02-27T12:55:52.369,50895,False,False
hyundai grand i10,2016,petrol,69203,376199,faridabad,794,hatchback,manual,sportz 1.2 kappa vtvt,faridabad,haryana,True,hyundai,grand i10,2,382133,470072.0,great,2021-03-27T13:00:11.709,56430,False,False
hyundai i10,2010,petrol,67372,220299,faridabad,712,hatchback,manual,magna 1.2 kappa2,faridabad,haryana,True,hyundai,i10,1,193928,245267.0,good,2021-03-23T10:34:12.318,33045,False,False
maruti wagon r 1.0,2011,petrol & cng,85316,236299,faridabad,1548,hatchback,manual,lxi cng,delhi,delhi,True,maruti,wagon r 1.0,1,200451,,good,2021-02-25T09:08:02.402,35445,False,False
maruti baleno,2016,diesel,69278,535499,faridabad,761,hatchback,manual,alpha ddis 190,delhi,delhi,True,maruti,baleno,1,505000,630780.0,great,2020-12-15T07:00:14.743,80325,False,False
maruti swift,2012,diesel,95400,306799,faridabad,382,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,2,286000,355680.0,great,2021-04-01T08:41:48.794,46020,False,False
maruti swift,2015,diesel,114204,369199,faridabad,505,hatchback,manual,ldi o,faridabad,haryana,True,maruti,swift,1,357748,441051.0,great,2021-02-15T08:43:02.725,55380,False,False
hyundai elite i20,2015,diesel,69785,525499,faridabad,882,hatchback,manual,asta 1.4 crdi,faridabad,haryana,True,hyundai,elite i20,2,507900,619023.0,great,2021-02-15T13:30:52.396,78825,False,False
maruti vitara brezza,2016,diesel,95231,695399,faridabad,621,suv,manual,zdi,faridabad,haryana,True,maruti,vitara brezza,1,682255,823009.0,great,2021-03-17T12:49:49.194,104310,False,False
maruti swift,2012,diesel,96637,292399,faridabad,1258,hatchback,manual,zdi,gurgaon,haryana,True,maruti,swift,2,294700,379374.0,great,2021-01-06T13:02:44.69,43860,False,False
honda city,2010,petrol,113004,353299,faridabad,477,sedan,manual,s mt petrol,faridabad,haryana,True,honda,city,1,246200,,great,2021-03-09T11:47:18.004,52995,False,False
hyundai grand i10,2013,petrol,127420,311299,faridabad,615,hatchback,manual,magna 1.2 vtvt,gurgaon,haryana,True,hyundai,grand i10,1,320846,315399.0,great,2021-02-11T09:22:16.145,46695,False,False
honda crv,2014,petrol,115886,925299,faridabad,1537,luxury suv,,2.4 at 4wd avn,sonipat,haryana,True,honda,crv,3,803198,981536.0,great,2020-10-24T07:03:04.985,138795,False,False
maruti vitara brezza,2016,diesel,146339,585899,faridabad,988,suv,manual,zdi plus dual tone,faridabad,haryana,True,maruti,vitara brezza,1,560868,680984.0,great,2021-03-07T06:48:29.533,87885,False,False
maruti baleno,2019,petrol,13156,595999,faridabad,1291,hatchback,manual,delta 1.2 k12,faridabad,haryana,True,maruti,baleno,1,596028,619399.0,great,2021-04-10T06:24:16.267,89400,False,False
maruti alto 800,2013,petrol,35998,228699,faridabad,76,hatchback,manual,lxi,faridabad,haryana,True,maruti,alto 800,1,202152,,good,2021-03-27T06:35:33.654,34305,False,False
maruti swift,2012,diesel,47140,359899,faridabad,72,hatchback,manual,vdi,gurgaon,haryana,True,maruti,swift,1,316100,,great,2021-04-07T11:05:24.379,53985,False,False
maruti alto,2009,petrol,55752,148099,faridabad,1586,hatchback,manual,lxi,faridabad,haryana,True,maruti,alto,1,137718,177255.0,great,2021-02-27T10:40:13.495,22215,False,False
hyundai i10,2010,petrol,81321,207099,faridabad,1221,hatchback,manual,magna 1.2 kappa2,goutam  budd  nagar,uttar pradesh,True,hyundai,i10,1,188953,,good,2021-03-01T16:16:25.894,31065,False,False
maruti wagon r 1.0,2017,petrol & cng,92544,327399,faridabad,1177,hatchback,manual,lxi cng,gurgaon,haryana,True,maruti,wagon r 1.0,2,293556,,great,2021-04-01T08:36:25.088,49110,False,False
hyundai creta,18,diesel,44510,1272901,faridabad,1021,suv,,1.6 sx at crdi,faridabad,haryana,True,hyundai,creta,1,1191335,1399530.0,great,2021-01-31T11:01:55.841,190936,False,False
maruti dzire,2017,diesel,60278,583699,faridabad,554,sedan,manual,vdi,gurgaon,haryana,True,maruti,dzire,1,559803,,great,2021-04-11T10:38:37.389,87555,False,False
mahindra xuv500,2012,diesel,90241,411399,faridabad,849,luxury suv,manual,w8 fwd,noida,uttar pradesh,True,mahindra,xuv500,1,416612,523632.0,great,2021-02-02T18:14:44.632,61710,False,False
maruti celerio,2016,petrol & cng,129497,388299,faridabad,381,hatchback,manual,vxi cng,delhi,delhi,True,maruti,celerio,1,349635,446887.0,great,2021-03-24T12:13:24.398,58245,False,False
maruti ciaz,2015,diesel,161213,517899,faridabad,364,sedan,manual,vdi+ shvs,new delhi,delhi,True,maruti,ciaz,1,481863,,great,2021-03-30T13:30:17.446,77685,False,False
maruti celerio,2017,petrol,19584,354899,faridabad,3768,hatchback,manual,lxi,gurgaon,haryana,True,maruti,celerio,1,349242,355242.0,great,2021-04-13T09:26:45.819,53235,True,False
maruti swift,2018,petrol,23224,462299,faridabad,4074,hatchback,manual,lxi,hisar,haryana,True,maruti,swift,1,472370,473870.0,great,2021-03-05T13:32:08.467,69345,True,False
maruti swift,2016,diesel,35253,436599,faridabad,2827,hatchback,manual,vdi abs,faridabad,haryana,True,maruti,swift,1,442707,536386.0,great,2021-04-03T06:27:49.543,65490,True,False
toyota etios,2011,petrol,30101,280899,faridabad,1525,sedan,manual,g,delhi,delhi,True,toyota,etios,1,250000,,good,2021-03-13T01:04:14.767,42135,True,False
maruti new  wagon-r,2019,petrol & cng,14890,480399,faridabad,3534,,,lxi cng 1.0 l,noida,uttar pradesh,True,maruti,new  wagon-r,1,500416,631276.0,great,2021-03-22T23:32:58.999,72060,True,False
renault kwid,2019,petrol,32015,338099,faridabad,1635,hatchback,manual,1.0 rxt opt,faridabad,haryana,True,renault,kwid,1,354025,349099.0,great,2021-02-16T09:14:13.902,50715,True,False
maruti ignis,2017,petrol,37687,394099,faridabad,2413,hatchback,manual,delta 1.2 k12,faridabad,haryana,True,maruti,ignis,1,393950,484131.0,great,2021-03-09T12:04:30.606,59115,True,False
toyota innova,2013,diesel,46674,661899,faridabad,2555,suv,manual,2.5 gx 7 str bs iv,faridabad,haryana,True,toyota,innova,1,658000,794640.0,great,2021-03-04T00:01:10.592,99285,True,False
honda jazz,2011,petrol,58348,269299,faridabad,1904,hatchback,manual,1.2 base i vtec,new delhi,delhi,True,honda,jazz,1,248000,,great,2021-02-25T09:26:14.391,40395,True,False
hyundai creta,2018,diesel,15451,1301484,faridabad,4071,suv,,1.6 sx (o) crdi,faridabad,haryana,True,hyundai,creta,2,1368088,1602788.0,great,2021-02-22T08:09:55.899,195223,True,False
maruti vitara brezza,2019,diesel,22386,786999,faridabad,1056,suv,manual,vdi,gurgaon,haryana,True,maruti,vitara brezza,1,829347,835347.0,great,2021-02-25T09:09:13.319,118050,True,False
hyundai i20,2010,petrol,82874,194599,faridabad,1803,hatchback,manual,magna o 1.2,gurgaon,haryana,True,hyundai,i20,2,194012,200012.0,great,2021-01-31T11:49:58.542,29190,True,False
mahindra thar,2019,diesel,5503,894499,faridabad,3537,suv,manual,crde 4x4 bs iv,new delhi,delhi,True,mahindra,thar,1,928450,934950.0,great,2021-02-18T13:28:13.898,134175,True,False
ford ecosport,2016,diesel,57761,525099,faridabad,2511,suv,manual,1.5 trend+ tdci,gurgaon,haryana,True,ford,ecosport,1,500900,,great,2021-03-14T12:26:00.403,78765,True,False
skoda superb,2012,petrol,84629,380699,faridabad,2880,luxury sedan,automatic,elegance 1.8 tsi at,delhi,delhi,True,skoda,superb,3,380039,386539.0,great,2021-01-29T06:57:48.095,57105,True,False
maruti ertiga,2012,petrol,86976,396299,faridabad,6292,suv,manual,zxi,delhi,delhi,True,maruti,ertiga,1,380623,,great,2021-03-07T13:44:12.596,59445,True,False
ford ecosport,2013,diesel,89057,394199,faridabad,2431,suv,manual,1.5 trend tdci,faridabad,haryana,True,ford,ecosport,1,342228,422586.0,great,2021-02-16T08:15:47.276,59130,True,False
volkswagen jetta,2012,petrol,95562,397099,faridabad,1305,sedan,manual,comfortline 1.4 tsi mt,delhi,delhi,True,volkswagen,jetta,1,366820,,great,2021-03-22T09:05:06.318,59565,True,False
maruti swift dzire,2012,petrol,87048,288999,faridabad,826,sedan,manual,vxi 1.2 bs iv,gurgaon,haryana,True,maruti,swift dzire,1,293384,377750.0,great,2021-01-23T12:02:10.51,43350,True,False
maruti ertiga,2014,petrol,81799,443899,faridabad,2549,suv,manual,lxi,new delhi,delhi,True,maruti,ertiga,1,444860,451360.0,great,2021-02-20T08:27:38.801,66585,True,False
maruti swift,2014,diesel,117196,328599,faridabad,584,hatchback,manual,vdi,faridabad,haryana,True,maruti,swift,1,314321,389378.0,great,2021-01-28T17:22:26.331,49290,True,False
mahindra xuv500,2013,diesel,79920,489599,faridabad,3916,luxury suv,manual,w6 4x2,gurgaon,haryana,True,mahindra,xuv500,1,484251,490251.0,great,2021-03-15T12:29:02.863,73440,True,False
maruti alto 800,2012,petrol & cng,141484,175099,faridabad,2883,hatchback,manual,lxi cng,delhi,delhi,True,maruti,alto 800,2,165803,,great,2021-03-26T10:12:56.523,26265,True,False
maruti eeco,2018,petrol & cng,76497,312699,faridabad,1716,suv,manual,5 str cng with ac plushtr,new delhi,delhi,True,maruti,eeco,1,313943,403341.0,great,2021-03-04T07:32:37.695,46905,True,False
maruti alto 800,2013,petrol & cng,82921,185399,faridabad,6938,hatchback,manual,lxi cng,new delhi,delhi,True,maruti,alto 800,2,152071,,good,2021-04-07T11:44:41.206,27810,True,False
honda mobilio,2014,diesel,97612,389999,faridabad,1721,suv,manual,1.5 v i dtec,gurgaon,haryana,True,,mobilio,2,358075,,great,2021-03-18T23:34:16.238,58500,True,False
maruti sx4,2011,diesel,155467,175899,faridabad,4881,sedan,manual,vdi,rohtak,haryana,True,maruti,sx4,1,169100,230995.0,great,2020-12-03T10:54:56.235,26385,True,False
mahindra tuv300,2015,diesel,92818,486299,faridabad,1145,suv,manual,t6+,delhi,delhi,True,mahindra,tuv300,1,449688,,great,2021-03-10T04:45:28.955,72945,True,False
hyundai creta,2015,diesel,207822,662999,faridabad,1846,suv,,1.6 sx crdi,faridabad,haryana,True,hyundai,creta,1,670619,809401.0,great,2021-03-02T12:09:49.616,99450,True,False
maruti swift dzire,2013,diesel,139528,335399,faridabad,810,sedan,manual,zdi,faridabad,haryana,True,maruti,swift dzire,1,353759,436302.0,great,2021-03-11T11:58:06.56,50310,True,False
maruti baleno,2017,petrol,40613,453754,faridabad,5,hatchback,manual,delta 1.2 k12,faridabad,haryana,False,maruti,baleno,1,402000,,great,2021-05-30T06:25:32.052,68064,False,False
tata harrier,2019,diesel,2583,1300000,faridabad,9,,,xe 2.0l kryotec,faridabad,haryana,False,tata,harrier,1,1053000,,great,2021-05-30T05:32:50.151,195000,False,False
maruti wagon r 1.0,2011,petrol & cng,76138,180000,faridabad,366,hatchback,manual,lxi cng,faridabad,haryana,False,maruti,wagon r 1.0,1,131000,,good,2019-03-25T09:07:19.314,27000,False,False
nissan sunny,2013,diesel,126968,300000,faridabad,73,sedan,manual,xl diesel,faridabad,haryana,False,nissan,sunny,1,180000,,fair,2019-03-22T12:59:44.242,45000,False,False
maruti swift,2018,petrol,43627,566099,faridabad,981,hatchback,automatic,vxi amt,new delhi,delhi,True,maruti,swift,1,547464,,great,2021-03-30T16:34:08.019,84915,True,False
mahindra scorpio,2013,diesel,88252,458000,faridabad,456,suv,manual,vlx airbag bs iv,faridabad,haryana,False,mahindra,scorpio,1,0,,great,2020-08-18T13:20:43.524,68700,False,True
hyundai santa fe,2013,diesel,58594,652000,faridabad,316,luxury suv,manual,4wd,faridabad,haryana,False,hyundai,santa fe,1,497000,,overpriced,2020-07-23T13:57:01.225,97800,False,True
hyundai santro xing,2012,petrol,81210,150000,faridabad,272,hatchback,manual,gl plus,faridabad,haryana,False,hyundai,santro xing,1,88000,,good,2020-06-22T13:23:41.172,22500,False,True
mahindra kuv100,2016,petrol & cng,20008,300000,faridabad,338,suv,manual,k4 6 str,faridabad,haryana,False,mahindra,kuv100,2,176000,,great,2020-05-30T13:24:56.787,45000,False,False
toyota innova,2013,diesel,152265,650000,faridabad,153,suv,manual,2.5 vx 7 str bs iv,faridabad,haryana,False,toyota,innova,2,0,,great,2020-03-21T09:57:47.519,97500,False,False
maruti swift dzire,2016,diesel,147536,390000,faridabad,215,sedan,manual,ldi opt,palwal,haryana,False,maruti,swift dzire,2,0,,great,2020-03-15T08:01:27.628,58500,False,True
toyota corolla altis,2008,petrol,107631,215000,faridabad,411,,,1.8 g,new delhi,delhi,False,toyota,corolla altis,1,168000,,great,2020-03-01T08:32:22.824,32250,False,True
bmw 3 series,2012,diesel,71923,925000,faridabad,242,luxury sedan,automatic,320d,faridabad,haryana,False,bmw,3 series,2,910000,,great,2020-02-26T12:44:16.884,138750,False,False
toyota innova,2011,diesel,129051,495000,faridabad,154,suv,manual,2.5 v 8 str,faridabad,haryana,False,toyota,innova,2,379000,,great,2020-02-01T06:15:52.942,74250,False,False
hyundai elite i20,2014,diesel,121358,450000,faridabad,216,hatchback,manual,asta 1.4 crdi,faridabad,haryana,False,hyundai,elite i20,2,306000,,good,2019-12-02T11:04:37.635,67500,False,False
hyundai santro xing,2010,petrol & lpg,103139,100000,faridabad,241,hatchback,manual,gls,faridabad,haryana,False,hyundai,santro xing,2,47000,,fair,2019-12-01T04:56:32.859,15000,False,False
maruti zen,1996,petrol,45876,70000,faridabad,189,hatchback,manual,std,bahadurgarh,haryana,False,maruti,zen,1,0,,overpriced,2019-09-18T06:52:20.626,10500,False,False
toyota innova,2013,diesel,103300,800000,faridabad,171,suv,manual,2.5 vx 7 str bs iv,faridabad,haryana,False,toyota,innova,2,602000,,good,2019-09-12T10:03:45.666,120000,False,True
nissan terrano,2014,diesel,75757,400000,faridabad,281,suv,manual,xv 110 diesel,faridabad,haryana,False,nissan,terrano,1,0,,great,2019-08-25T08:18:33.433,60000,False,False
maruti swift dzire,2015,diesel,68462,440000,faridabad,51,,,vdi abs,faridabad,haryana,False,maruti,swift dzire,1,380000,,great,2019-08-22T12:51:13.424,66000,False,True
honda amaze,2014,diesel,73671,350000,faridabad,111,sedan,manual,1.5 smt i dtec,faridabad,haryana,False,honda,amaze,1,254000,,good,2019-03-20T14:29:46.942,52500,False,False
nissan terrano,2014,diesel,107200,450000,faridabad,107,suv,manual,xv 110 diesel,faridabad,haryana,False,nissan,terrano,1,0,,great,2019-03-20T07:41:56.385,67500,False,False
maruti wagon r,2006,petrol,47880,75000,faridabad,110,hatchback,manual,lxi,faridabad,haryana,False,maruti,wagon r,1,47000,,good,2019-03-18T13:07:24.236,11250,False,False
ford ecosport,2016,diesel,27982,700000,faridabad,648,suv,manual,1.5titanium tdci,faridabad,haryana,False,ford,ecosport,1,601000,,great,2019-03-12T14:44:58.321,105000,False,False
maruti swift dzire,2012,diesel,19010,366399,ghaziabad,8077,sedan,manual,vdi bs iv,new delhi,delhi,True,maruti,swift dzire,1,347090,,great,2021-03-11T10:20:02.089,54960,False,False
maruti alto k10,2018,petrol,4397,352299,ghaziabad,5148,hatchback,,vxi (o) amt,delhi,delhi,True,maruti,alto k10,1,371844,468980.0,great,2021-01-28T06:57:14.452,52845,False,False
maruti alto k10,2017,petrol,5064,349199,ghaziabad,2133,hatchback,manual,vxi,goutam  budd  nagar,uttar pradesh,True,maruti,alto k10,1,325000,417840.0,great,2020-12-14T21:00:09.347,52380,False,False
maruti ritz,2015,diesel,22091,369599,ghaziabad,1388,hatchback,manual,vdi,delhi,delhi,True,maruti,ritz,1,366282,380899.0,great,2021-04-19T12:51:04.543,55440,False,False
maruti alto 800,2013,petrol,28929,199799,ghaziabad,1710,hatchback,manual,lxi,new delhi,delhi,True,maruti,alto 800,2,191717,,great,2021-03-07T14:11:47.316,29970,False,False
maruti alto k10,2014,petrol,33627,257499,ghaziabad,3514,hatchback,,vxi amt,delhi,delhi,True,maruti,alto k10,2,256458,262958.0,great,2021-03-10T10:53:15.75,38625,False,False
renault kwid,2016,petrol,14463,282499,ghaziabad,679,hatchback,manual,rxt,new delhi,delhi,True,renault,kwid,1,233775,,great,2021-04-13T06:15:06.777,42375,False,False
hyundai grand i10,2014,petrol,44076,369499,ghaziabad,881,hatchback,manual,sports 1.2 vtvt,delhi,delhi,True,hyundai,grand i10,2,360000,459540.0,great,2021-03-26T08:18:51.645,55425,False,False
renault kwid,2018,petrol,5568,319499,ghaziabad,4473,hatchback,manual,rxl,delhi,delhi,True,renault,kwid,1,302000,,great,2021-03-27T06:48:43.702,47925,False,False
honda brio,2013,petrol,55463,219999,ghaziabad,3641,hatchback,manual,1.2 ex mt i vtec,delhi,delhi,True,honda,brio,2,222418,228918.0,great,2021-02-03T06:23:21.466,33000,False,False
maruti alto 800,2014,petrol,38526,265799,ghaziabad,487,hatchback,manual,vxi,gurgaon,haryana,True,maruti,alto 800,2,193608,,great,2021-04-11T13:57:06.187,39870,False,False
renault kwid,2019,petrol,22226,360499,ghaziabad,763,hatchback,manual,1.0 rxt opt,faridabad,haryana,True,renault,kwid,1,372491,458587.0,great,2021-03-25T07:45:35.379,54075,False,False
